2022-09-03,Notre Dame vs. Ohio State,ABC,7:30p,10.53,Independent vs B10,Notre Dame,Ohio State,Independent,B10
2023-09-30,Florida vs Kentucky,ESPN,12:00p,2.32,SEC vs  SEC,Florida,Kentucky,SEC,SEC
2023-09-30,Michigan State vs Iowa,NBC,7:30p,2.17,B10 vs  B10,Michigan State,Iowa,B10,B10
2023-09-30,Clemson vs Syracuse,ABC,12:00p,1.97,ACC vs  ACC,Clemson,Syracuse,ACC,ACC
2023-10-07,Oklahoma vs Texas,ABC,12:00p,7.87,B12 vs  B12,Oklahoma,Texas,B12,B12
2023-10-07,Alabama vs Texas A&M,CBS,3:30p,7.23,SEC vs  SEC,Alabama,Texas A&M,SEC,SEC
2023-10-07,Notre Dame vs Louisville,ABC,7:30p,5.12,Independent vs  ACC,Notre Dame,Louisville,Independent,ACC
2023-10-07,Maryland vs Ohio State,FOX,12:00p,4.51,B10 vs  B10,Maryland,Ohio State,B10,B10
2023-10-07,Kentucky vs Georgia,ESPN,7:00p,3.19,SEC vs  SEC,Kentucky,Georgia,SEC,SEC
2023-10-07,Michigan vs Minnesota,NBC,7:30p,3.06,B10 vs  B10,Michigan,Minnesota,B10,B10
2023-10-07,Virginia Tech vs FSU,ABC,3:30p,3.02,ACC vs  ACC,Virginia Tech,FSU,ACC,ACC
2023-10-07,Arizona vs USC,ESPN,10:30p,2.55,P12 vs  P12,Arizona,USC,P12,P12
2023-10-07,LSU vs Missouri,ESPN,12:00p,2.34,SEC vs  SEC,LSU,Missouri,SEC,SEC
2023-10-06,Kansas State vs Oklahoma State,ESPN,7:30p,2.27,B12 vs  B12,Kansas State,Oklahoma State,B12,B12
2023-10-14,Oregon vs Washington,ABC,3:30p,7.04,P12 vs  P12,Oregon,Washington,P12,P12
2023-10-14,USC vs Notre Dame,NBC,7:30p,6.43,P12 vs  Independent,USC,Notre Dame,P12,Independent
2023-10-14,Texas A&M vs Tennessee,CBS,3:30p,4.38,SEC vs  SEC,Texas A&M,Tennessee,SEC,SEC
2023-10-14,Indiana vs Michigan,FOX,12:00p,3.55,B10 vs  B10,Indiana,Michigan,B10,B10
2023-10-14,Arkansas vs Alabama,ESPN,12:00p,3.43,SEC vs  SEC,Arkansas,Alabama,SEC,SEC
2023-10-14,Stanford vs Colorado,ESPN,10:00p,3.29,P12 vs  B12,Stanford,Colorado,P12,B12
2023-10-14,Miami vs North Carolina,ABC,7:30p,3.08,ACC vs  ACC,Miami,North Carolina,ACC,ACC
2023-10-14,Georgia vs Vanderbilt,CBS,12:00p,2.46,SEC vs  SEC,Georgia,Vanderbilt,SEC,SEC
2023-10-14,Iowa vs Wisconsin,FOX,4:00p,2.34,B10 vs  B10,Iowa,Wisconsin,B10,B10
2023-10-14,Auburn vs LSU,ESPN,7:00p,2.16,SEC vs  SEC,Auburn,LSU,SEC,SEC
2023-10-21,Penn State vs Ohio State,FOX,12:00p,9.96,B10 vs  B10,Penn State,Ohio State,B10,B10
2023-10-21,Tennessee vs Alabama,CBS,3:30p,8.01,SEC vs  SEC,Tennessee,Alabama,SEC,SEC
2023-10-21,Duke vs FSU,ABC,7:30p,4.08,ACC vs  ACC,Duke,FSU,ACC,ACC
2023-10-21,Michigan vs Michigan St,NBC,12:00p,3.73,B10 vs  B10,Michigan,Michigan St,B10,B10
2023-10-21,Utah vs USC,FOX,8:00p,3.23,P12 vs  P12,Utah,USC,P12,P12
2023-10-21,Texas vs Houston,FOX,4:00p,3.06,B12 vs  B12,Texas,Houston,B12,B12
2023-10-21,Washington St vs Oregon,ABC,3:30p,2.35,B12 vs  P12,Washington St,Oregon,B12,P12
2023-10-21,UCF vs Oklahoma,ABC,2:30p,2.17,B12 vs  B12,UCF,Oklahoma,B12,B12
2023-10-21,Mississippi vs Auburn,ESPN,7:00p,1.8,SEC vs  SEC,Mississippi,Auburn,SEC,SEC
2023-10-21,Minnesota vs Iowa,NBC,3:30p,1.68,B10 vs  B10,Minnesota,Iowa,B10,B10
2023-10-28,Georgia vs Florida,CBS,3:30p,5.95,SEC vs  SEC,Georgia,Florida,SEC,SEC
2023-10-28,Ohio State vs Wisconsin,NBC,7:30p,4.87,B10 vs  B10,Ohio State,Wisconsin,B10,B10
2023-10-28,Colorado vs UCLA,ABC,7:30p,4.66,P12 vs  P12,Colorado,UCLA,P12,P12
2023-10-28,Oklahoma vs Kansas,FOX,12:00p,3.6,B12 vs  B12,Oklahoma,Kansas,B12,B12
2023-10-28,Indiana vs Penn State,CBS,12:00p,3.04,B10 vs  B10,Indiana,Penn State,B10,B10
2023-10-28,Oregon vs Utah,FOX,3:30p,2.81,P12 vs  P12,Oregon,Utah,P12,P12
2023-10-28,Tennessee vs Kentucky,ESPN,7:00p,2.51,SEC vs  SEC,Tennessee,Kentucky,SEC,SEC
2023-10-28,BYU vs Texas,ABC,3:30p,2.38,B12 vs  B12,BYU,Texas,B12,B12
2023-10-28,FSU vs Wake Forest,ABC,12:00p,2.04,ACC vs  ACC,FSU,Wake Forest,ACC,ACC
2023-10-28,South Carolina vs Texas A&M,ESPN,12:00p,1.9,SEC vs  SEC,South Carolina,Texas A&M,SEC,SEC
2023-11-04,LSU vs Alabama,CBS,7:45p,8.82,SEC vs  SEC,LSU,Alabama,SEC,SEC
2023-11-04,Missouri vs Georgia,CBS,3:30p,7,SEC vs  SEC,Missouri,Georgia,SEC,SEC
2023-11-04,Washington vs USC,ABC,7:30p,4.45,P12 vs  P12,Washington,USC,P12,P12
2023-11-04,Ohio State vs Rutgers,CBS,12:00p,3.96,B10 vs  B10,Ohio State,Rutgers,B10,B10
2023-11-04,Oklahoma vs Oklahoma State,ABC,3:30p,3.76,B12 vs  B12,Oklahoma,Oklahoma State,B12,B12
2023-11-04,Notre Dame vs Clemson,ABC,12:00p,3.24,Independent vs  ACC,Notre Dame,Clemson,Independent,ACC
2023-11-04,Kansas State vs Texas,FOX,12:00p,2.95,B12 vs  B12,Kansas State,Texas,B12,B12
2023-11-04,Oregon State vs Colorado,ESPN,10:00p,2.77,P12 vs  P12,Oregon State,Colorado,P12,P12
2023-11-04,Purdue vs Michigan,NBC,7:30p,2.6,B10 vs  B10,Purdue,Michigan,B10,B10
2023-11-04,Penn State vs Maryland,FOX,3:30p,2.39,B10 vs  B10,Penn State,Maryland,B10,B10
2023-11-11,Michigan vs Penn State,FOX,12:00p,9.16,B10 vs  B10,Michigan,Penn State,B10,B10
2023-11-11,Utah vs Washington,FOX,3:30p,5.17,P12 vs  P12,Utah,Washington,P12,P12
2023-11-11,Mississippi vs Georgia,ESPN,7:00p,4.83,SEC vs  SEC,Mississippi,Georgia,SEC,SEC
2023-11-11,Miami vs FSU,ABC,3:30p,4.14,ACC vs  ACC,Miami,FSU,ACC,ACC
2023-11-11,Tennessee vs Missouri,CBS,3:30p,3.62,SEC vs  SEC,Tennessee,Missouri,SEC,SEC
2023-11-11,Michigan State vs Ohio State,NBC,7:30p,3.57,B10 vs  B10,Michigan State,Ohio State,B10,B10
2023-11-11,USC vs Oregon,FOX,10:30p,3.01,P12 vs  P12,USC,Oregon,P12,P12
2023-11-11,Texas vs TCU,ABC,7:30p,2.82,B12 vs  B12,Texas,TCU,B12,B12
2023-11-11,Alabama vs Kentucky,ESPN,12:00p,2.76,SEC vs  SEC,Alabama,Kentucky,SEC,SEC
2023-11-11,West Virginia vs Oklahoma,FOX,7:00p,2.39,B12 vs  B12,West Virginia,Oklahoma,B12,B12
2023-11-18,Georgia vs Tennessee,CBS,3:00p,5.73,SEC vs  SEC,Georgia,Tennessee,SEC,SEC
2023-11-18,Michigan vs Maryland,FOX,12:30p,5.43,B10 vs  B10,Michigan,Maryland,B10,B10
2023-11-18,Washington vs Oregon State,ABC,7:30p,4.73,P12 vs  P12,Washington,Oregon State,P12,P12
2023-11-18,Louisville vs Miami,ABC,12:00p,2.89,ACC vs  ACC,Louisville,Miami,ACC,ACC
2023-11-18,USC vs UCLA,ABC,3:30p,2.65,P12 vs  P12,USC,UCLA,P12,P12
2023-11-18,Texas vs Iowa State,FOX,8:00p,2.47,B12 vs  B12,Texas,Iowa State,B12,B12
2023-11-18,Nebraska vs Wisconsin,NBC,7:30p,2.45,B10 vs  B10,Nebraska,Wisconsin,B10,B10
2023-11-18,Florida vs Missouri,ESPN,7:30p,2.27,SEC vs  SEC,Florida,Missouri,SEC,SEC
2023-11-18,Oklahoma vs BYU,ESPN,12:00p,2.17,B12 vs  Independent,Oklahoma,BYU,B12,Independent
2023-11-18,Minnesota vs Ohio State,BTN,4:00p,2.02,B10 vs  B10,Minnesota,Ohio State,B10,B10
2023-11-25,Ohio State vs Michigan,FOX,12:00p,19.07,B10 vs  B10,Ohio State,Michigan,B10,B10
2023-11-25,Alabama vs Auburn,CBS,3:30p,9.09,SEC vs  SEC,Alabama,Auburn,SEC,SEC
2023-11-25,Washington St. vs Washington,FOX,4:00p,5.85,P12 vs  P12,Washington St.,Washington,P12,P12
2023-11-25,Georgia vs Georgia Tech,ABC,7:30p,5.33,SEC vs  ACC,Georgia,Georgia Tech,SEC,ACC
2023-11-25,FSU vs Florida,ESPN,7:00p,5.07,ACC vs  SEC,FSU,Florida,ACC,SEC
2023-11-24,Iowa vs Nebraska,CBS,12:00p,4.39,B10 vs  B10,Iowa,Nebraska,B10,B10
2023-11-24,Oregon State vs Oregon,FOX,8:30p,4.12,P12 vs  P12,Oregon State,Oregon,P12,P12
2023-11-24,Missouri vs Arkansas,CBS,4:00p,4.09,SEC vs  SEC,Missouri,Arkansas,SEC,SEC
2023-11-24,Texas Tech vs Texas,ABC,7:30p,3.77,B12 vs  B12,Texas Tech,Texas,B12,B12
2023-11-24,Penn State vs Michigan State,NBC,7:30p,3.38,B10 vs  B10,Penn State,Michigan State,B10,B10
2024-09-01,USC vs LSU,ABC,7:30p,8.62,B10 vs  SEC,USC,LSU,B10,SEC
2024-08-31,Notre Dame vs Texas A&M,ABC,7:30p,7.92,Independent vs  SEC,Notre Dame,Texas A&M,Independent,SEC
2024-08-31,Clemson vs Georgia,ABC,12:00p,7.58,ACC vs  SEC,Clemson,Georgia,ACC,SEC
2024-08-31,Miami vs Florida,ABC,3:30p,6.35,ACC vs  SEC,Miami,Florida,ACC,SEC
2024-08-24,Florida State vs Georgia Tech,ESPN,12:00p,4.99,ACC vs  ACC,Florida State,Georgia Tech,ACC,ACC
2024-08-29,NDSU vs Colorado,ESPN,8:00p,4.76,MAC vs  B12,NDSU,Colorado,MAC,B12
2024-09-02,Boston College vs FSU,ESPN,7:30p,4.44,ACC vs  ACC,Boston College,FSU,ACC,ACC
2024-08-31,Penn State vs West Virginia,FOX,12:00p,2.99,B10 vs  B12,Penn State,West Virginia,B10,B12
2024-08-31,Akron vs Ohio State,CBS,3:30p,2.97,MAC vs  B10,Akron,Ohio State,MAC,B10
2024-08-31,Fresno State vs Michigan,NBC,12:00p,2.56,MWC vs  B10,Fresno State,Michigan,MWC,B10
2024-09-07,Texas vs Michigan,FOX,12:00p,9.19,SEC vs  B10,Texas,Michigan,SEC,B10
2024-09-07,Colorado vs Nebraska,NBC,7:30p,5.67,B12 vs  B10,Colorado,Nebraska,B12,B10
2024-09-07,Northern Illinois vs Notre Dame,NBC,3:30p,3.93,MAC vs  Independent,Northern Illinois,Notre Dame,MAC,Independent
2024-09-07,Tennessee vs NC State,ABC,7:30p,2.96,SEC vs  ACC,Tennessee,NC State,SEC,ACC
2024-09-07,Arkansas vs Oklahoma State,ABC,12:00p,2.8,SEC vs  B12,Arkansas,Oklahoma State,SEC,B12
2024-09-07,South Carolina vs Kentucky,ABC,3:30p,2.73,SEC vs  SEC,South Carolina,Kentucky,SEC,SEC
2024-09-07,USF vs Alabama,ESPN,7:00p,2.58,AAC vs  SEC,USF,Alabama,AAC,SEC
2024-09-07,Iowa State vs Iowa,CBS,3:30p,2.28,B12 vs  B10,Iowa State,Iowa,B12,B10
2024-09-07,Baylor vs Utah,FOX,3:30p,2.08,B12 vs  P12,Baylor,Utah,B12,P12
2024-09-07,Western Michigan vs Ohio State,BTN,7:30p,1.72,MAC vs  B10,Western Michigan,Ohio State,MAC,B10
2024-09-14,Georgia vs Kentucky,ABC,7:30p,6.6,SEC vs  SEC,Georgia,Kentucky,SEC,SEC
2024-09-14,Alabama vs Wisconsin,ABC,12:00p,5.03,SEC vs  B10,Alabama,Wisconsin,SEC,B10
2024-09-14,LSU vs South Carolina,ABC,12:00p,4.94,SEC vs  SEC,LSU,South Carolina,SEC,SEC
2024-09-14,Texas A&M vs Florida,ABC,3:30p,4.8,SEC vs  SEC,Texas A&M,Florida,SEC,SEC
2024-09-14,Colorado vs Colorado State,CBS,8:00p,3.25,B12 vs  MWC,Colorado,Colorado State,B12,MWC
2024-09-14,Oregon vs Oregon State,FOX,3:30p,2.82,B10 vs  P12,Oregon,Oregon State,B10,P12
2024-09-13,Arizona vs Kansas State,FOX,8:00p,2.58,B12 vs  B12,Arizona,Kansas State,B12,B12
2024-09-14,Notre Dame vs Purdue,CBS,3:30p,2.28,Independent vs  B1,Notre Dame,Purdue,Independent,B1
2024-09-14,Memphis vs FSU,ESPN,12:00p,1.59,AAC vs  ACC,Memphis,FSU,AAC,ACC
2024-09-14,UTSA vs Texas,ESPN,7:00p,1.48,AAC vs  SEC,UTSA,Texas,AAC,SEC
2024-09-21,USC vs Michigan,CBS,3:30p,6.32,B10 vs  B10,USC,Michigan,B10,B10
2024-09-21,Tennessee vs Oklahoma,ABC,7:30p,6.27,SEC vs  SEC,Tennessee,Oklahoma,SEC,SEC
2024-09-20,Illinois vs Nebraska,FOX,8:00p,4.21,B10 vs  B10,Illinois,Nebraska,B10,B10
2024-09-21,Marshall vs Ohio State,FOX,12:00p,3.96,C-USA vs  B10,Marshall,Ohio State,C-USA,B10
2024-09-21,Baylor vs Colorado,FOX,8:00p,3.64,B12 vs  B12,Baylor,Colorado,B12,B12
2024-09-21,UCLA vs LSU,ABC,3:30p,2.73,B10 vs  SEC,UCLA,LSU,B10,SEC
2024-09-21,Florida vs Mississippi St.,ESPN,12:00p,2.64,SEC vs  SEC,Florida,Mississippi St.,SEC,SEC
2024-09-21,Utah vs Oklahoma State,FOX,4:00p,2.14,P12 vs  B12,Utah,Oklahoma State,P12,B12
2024-09-21,Arkansas vs Auburn,ESPN,3:30p,2.02,SEC vs  SEC,Arkansas,Auburn,SEC,SEC
2024-09-21,NC State vs Clemson,ABC,12:00p,1.95,ACC vs  ACC,NC State,Clemson,ACC,ACC
2024-09-28,Georgia vs Alabama,ABC,7:30p,11.99,SEC vs  SEC,Georgia,Alabama,SEC,SEC
2024-09-28,Oklahoma vs Auburn,ABC,3:30p,5.04,SEC vs  SEC,Oklahoma,Auburn,SEC,SEC
2024-09-28,Colorado vs UCF,FOX,3:30p,4.17,B12 vs  B12,Colorado,UCF,B12,B12
2024-09-28,Kentucky vs Mississippi,ABC,12:00p,3.99,SEC vs  SEC,Kentucky,Mississippi,SEC,SEC
2024-09-28,Minnesota vs Michigan,FOX,12:00p,3.6,B10 vs  B10,Minnesota,Michigan,B10,B10
2024-09-27,Virginia Tech vs Miami,ESPN,7:30p,3.26,ACC vs  ACC,Virginia Tech,Miami,ACC,ACC
2024-09-27,Illinois vs Penn State,NBC,7:30p,3.09,B10 vs  B10,Illinois,Penn State,B10,B10
2024-09-27,Washington vs Rutgers,FOX,8:00p,1.93,B10 vs  B10,Washington,Rutgers,B10,B10
2024-09-28,Oklahoma State vs Kansas State,ESPN,12:00p,1.88,B12 vs  B12,Oklahoma State,Kansas State,B12,B12
2024-09-28,Arkansas vs Texas A&M,ESPN,3:30p,1.8,SEC vs  SEC,Arkansas,Texas A&M,SEC,SEC
2024-09-28,Tennessee vs Arkansas,ABC,7:30p,5.29,SEC vs  SEC,Tennessee,Arkansas,SEC,SEC
2024-10-05,Auburn vs Georgia,NBC,3:30p,4.93,SEC vs  SEC,Auburn,Georgia,SEC,SEC
2024-10-05,Iowa vs Ohio State,CBS,3:30p,4.46,B10 vs  B10,Iowa,Ohio State,B10,B10
2024-10-05,Michigan vs Washington,NBC,7:30p,4.04,B10 vs  B10,Michigan,Washington,B10,B10
2024-10-05,Missouri vs Texas A&M,ABC,7:00p,3.27,SEC vs  SEC,Missouri,Texas A&M,SEC,SEC
2024-10-04,Michigan State vs Oregon,FOX,9:00p,2.84,B10 vs  B10,Michigan State,Oregon,B10,B10
2024-10-05,UCLA vs Penn State,FOX,12:00p,2.75,B10 vs  B10,UCLA,Penn State,B10,B10
2024-10-11,Miami vs Cal,ESPN,10:30p,1.92,ACC vs  ACC,Miami,Cal,ACC,ACC
2024-10-05,Houston vs TCU,ESPN,7:30p,1.51,B12 vs  B12,Houston,TCU,B12,B12
2024-10-05,Clemson vs FSU,ESPN,12:00p,1.41,ACC vs  ACC,Clemson,FSU,ACC,ACC
2024-10-12,Ohio State vs Oregon,NBC,7:30p,9.6,B10 vs  B10,Ohio State,Oregon,B10,B10
2024-10-12,Texas vs Oklahoma,ABC,3:30p,7.63,SEC vs  SEC,Texas,Oklahoma,SEC,SEC
2024-10-12,South Carolina vs Alabama,ABC,12:00 p,6,SEC vs SEC,South Carolina,Alabama,SEC,SEC
2024-10-12,Penn State vs USC,CBS,3:30 p,4.28,B10 vs B10,Penn State,USC,B10,B10
2024-10-12,Mississippi vs LSU,ABC,7:30 p,4.24,SEC vs SEC,Mississippi,LSU,SEC,SEC
2024-10-12,Kansas State vs Colorado,ESPN,10:15 p,3.26,B12 vs B12,Kansas State,Colorado,B12,B12
2024-10-12,Florida vs Tennessee,ESPN,7:00 p,3.25,SEC vs SEC,Florida,Tennessee,SEC,SEC
2024-10-12,Washington vs Iowa,FOX,12:00 p,2.37,B10 vs B10,Washington,Iowa,B10,B10
2024-10-12,Stanford vs Notre Dame,NBC,3:30 p,1.87,ACC vs Independent,Stanford,Notre Dame,ACC,Independent
2024-10-12,Arizona vs BYU,FOX,4:00 p,1.31,B12 vs B12,Arizona,BYU,B12,B12
2024-10-12,Georgia vs Texas,ABC,7:30 p,13.19,SEC vs SEC,Georgia,Texas,SEC,SEC
2024-10-12,Alabama vs Tennessee,ABC,3:30 p,10.23,SEC vs SEC,Alabama,Tennessee,SEC,SEC
2024-10-12,Miami vs Louisville,ABC,12:00 p,4.07,ACC vs ACC,Miami,Louisville,ACC,ACC
2024-10-19,Nebraska vs Indiana,FOX,12:00 p,3.18,B10 vs B10,Nebraska,Indiana,B10,B10
2024-10-19,Michigan vs Illinois,CBS,3:30 p,3.01,B10 vs B10,Michigan,Illinois,B10,B10
2024-10-19,Auburn vs Missouri,ESPN,12:00 p,2.45,SEC vs SEC,Auburn,Missouri,SEC,SEC
2024-10-19,Oregon vs Purdue,FOX,8:00 p,2.15,B10 vs B10,Oregon,Purdue,B10,B10
2024-10-19,Colorado vs Arizona,FOX,2:00 p,2.02,B12 vs B12,Colorado,Arizona,B12,B12
2024-10-18,Oklahoma State vs BYU,ESPN,10:15 p,1.66,B12 vs B12,Oklahoma State,BYU,B12,B12
2024-10-19,Notre Dame vs Georgia Tech,ESPN,3:30 p,1.59,Independent vs ACC,Notre Dame,Georgia Tech,Independent,ACC
2024-10-26,Nebraska vs Ohio State,FOX,12:00 p,5.96,B10 vs B10,Nebraska,Ohio State,B10,B10
2024-10-25,Rutgers vs USC,FOX,11:00 p,2.01,B10 vs B10,Rutgers,USC,B10,B10
2024-10-26,Missouri vs Alabama,ABC,3:30 p,5.54,SEC vs SEC,Missouri,Alabama,SEC,SEC
2024-10-26,LSU vs Texas A&M,ABC,7:30 p,5.06,SEC vs SEC,LSU,Texas A&M,SEC,SEC
2024-10-26,Penn State vs Wisconsin,NBC,7:30 p,3.34,B10 vs B10,Penn State,Wisconsin,B10,B10
2024-10-26,Notre Dame vs Navy,ABC,12:00 p,2.79,Independent vs AA,Notre Dame,Navy,Independent,AA
2024-10-26,Illinois vs Oregon,CBS,3:30 p,2.75,B10 vs B10,Illinois,Oregon,B10,B10
2024-10-26,Oklahoma vs Mississippi,ESPN,12:00 p,2.6,SEC vs SEC,Oklahoma,Mississippi,SEC,SEC
2024-10-26,Texas Tech vs TCU,FOX,3:30 p,2.36,B12 vs B12,Texas Tech,TCU,B12,B12
2024-10-26,Cincinnati vs Colorado,ESPN,10:15 p,2.34,B12 vs B12,Cincinnati,Colorado,B12,B12
